Leaf	Index	Depth
GO:0031897	1467	3
GO:0030905	1468	3
GO:0061742	1469	3
GO:0106234	1472	3
GO:0030906	1473	3
GO:0042825	1474	3
GO:1990332	1476	3
GO:1990231	1478	3
GO:0005787	1480	3
GO:0061779	1482	3
GO:0030089	1483	3
GO:1990621	1484	3
GO:0036513	1485	3
GO:1902694	1486	3
GO:0034741	1487	3
GO:1990306	1489	3
GO:0005953	1490	3
GO:0032449	1491	3
GO:0010170	1494	3
GO:0005955	1495	3
GO:0031522	1496	3
GO:0035301	1499	3
GO:0034745	1500	3
GO:0097361	1501	3
GO:0005956	1502	3
GO:0071521	1503	3
GO:0071152	1504	3
GO:0071153	1505	3
GO:1990303	1506	3
GO:0030015	1509	3
GO:0033593	1510	3
GO:0032517	1511	3
GO:0009375	1512	3
GO:0097539	1513	3
GO:0034717	1514	3
GO:0044609	1517	3
GO:0120103	1518	3
GO:0005963	1519	3
GO:1990328	1522	3
GO:0032996	1523	3
GO:0034746	1524	3
GO:0034743	1525	3
GO:0034977	1527	3
GO:1990305	1528	3
GO:0000131	1529	3
GO:0034716	1531	3
GO:1990304	1532	3
GO:0008043	1533	3
GO:0048269	1534	3
GO:0009357	1535	3
GO:0120269	1536	3
GO:0097149	1538	3
GO:0034744	1539	3
GO:0017122	1540	3
GO:0032144	1542	3
GO:0071154	1543	3
GO:0033607	1545	3
GO:0070850	1546	3
GO:0070937	1547	3
GO:0030014	1548	3
GO:0071155	1549	3
GO:0005952	1550	3
GO:0099078	1551	3
GO:0031588	1552	3
GO:0005611	1553	3
GO:1990338	1554	3
GO:0043258	1555	3
GO:0043261	1556	3
GO:0005607	1557	3
GO:0005606	1558	3
GO:0005612	1559	3
GO:0005609	1560	3
GO:1990340	1561	3
GO:0061801	1562	3
GO:0043257	1563	3
GO:0043259	1564	3
GO:1990339	1565	3
GO:0005608	1566	3
GO:0005610	1567	3
GO:0043260	1568	3
GO:0030937	1571	3
GO:0031560	1572	3
GO:0031562	1573	3
GO:0031563	1574	3
GO:0031561	1575	3
GO:0089713	1576	3
GO:0090578	1578	3
GO:0019185	1579	3
GO:0090577	1580	3
GO:1990198	1581	3
GO:1903865	1582	3
GO:0110129	1584	3
GO:0016581	1585	3
GO:0031600	1586	3
GO:0071540	1587	3
GO:0071541	1588	3
GO:0097142	1589	3
GO:0097146	1590	3
GO:0097147	1591	3
GO:0097140	1592	3
GO:0097138	1593	3
GO:0097148	1594	3
GO:0097141	1595	3
GO:0097139	1596	3
GO:0097145	1597	3
GO:0097137	1598	3
GO:0097143	1599	3
GO:0097144	1600	3
GO:1990501	1601	3
GO:1990584	1602	3
GO:0016010	1603	3
GO:1990779	1604	3
GO:0071086	1605	3
GO:0070289	1606	3
GO:1990710	1607	3
GO:0097587	1608	3
GO:0120115	1610	3
GO:1990726	1611	3
GO:0034715	1612	3
GO:0034718	1613	3
GO:0032797	1614	3
GO:0042564	1615	3
GO:0042565	1616	3
GO:1990425	1618	3
GO:0034099	1620	3
GO:1990529	1621	3
GO:0034663	1622	3
GO:0120097	1623	3
GO:0070939	1624	3
GO:0032865	1625	3
GO:0034664	1626	3
GO:0043529	1627	3
GO:0070385	1628	3
GO:0060987	1630	3
GO:0034985	1631	3
GO:0009841	1632	3
GO:0099128	1633	3
GO:0016507	1634	3
GO:0019910	1635	3
GO:0061671	1636	3
GO:0005757	1637	3
GO:0002187	1638	3
GO:0106098	1639	3
GO:0017133	1640	3
GO:0034245	1641	3
GO:0045025	1642	3
GO:0005760	1643	3
GO:0031019	1644	3
GO:0005763	1645	3
GO:0005762	1646	3
GO:0030678	1647	3
GO:0002169	1648	3
GO:0043294	1649	3
GO:0005967	1650	3
GO:0000938	1652	3
GO:0000145	1653	3
GO:0017119	1654	3
GO:0033263	1655	3
GO:1990121	1656	3
GO:0071142	1657	3
GO:0071144	1658	3
GO:1990083	1659	3
GO:1990084	1660	3
GO:1990085	1661	3
GO:1990082	1662	3
GO:0033565	1663	3
GO:0005844	1665	3
GO:0043614	1667	3
GO:0044207	1669	3
GO:0071254	1671	3
GO:0016456	1672	3
GO:0070761	1676	3
GO:1990124	1677	3
GO:1990572	1679	3
GO:1904564	1680	3
GO:1990562	1681	3
GO:0043510	1682	3
GO:0043509	1683	3
GO:0048183	1684	3
GO:0042642	1687	3
GO:0097362	1688	3
GO:1990150	1689	3
GO:1990265	1691	3
GO:0097523	1692	3
GO:0039670	1694	3
GO:0019029	1696	3
GO:0039641	1697	3
GO:0019031	1698	3
GO:0098017	1699	3
GO:0098018	1700	3
GO:0099523	1701	4
GO:0099524	1702	4
GO:0097444	1707	4
GO:0099629	1710	4
GO:0097482	1711	4
GO:0097412	1714	4
GO:0097409	1715	4
GO:0097408	1716	4
GO:0097407	1717	4
GO:0097416	1718	4
GO:0097417	1719	4
GO:0097420	1720	4
GO:0097419	1721	4
GO:0097418	1723	4
GO:0070088	1724	4
GO:0016235	1725	4
GO:0030075	1727	4
GO:0070116	1728	4
GO:0005729	1729	4
GO:0005728	1730	4
GO:0035839	1731	4
GO:0035619	1732	4
GO:0035062	1733	4
GO:0030673	1736	4
GO:0032590	1737	4
GO:0032591	1738	4
GO:0060171	1739	4
GO:0060293	1742	4
GO:0000779	1743	4
GO:0140445	1744	4
GO:0099115	1745	4
GO:0033114	1746	4
GO:0009543	1747	4
GO:0005740	1749	4
GO:0070732	1750	4
GO:0005635	1751	4
GO:0090404	1753	4
GO:0035841	1754	4
GO:0044295	1755	4
GO:0009519	1756	4
GO:0062130	1757	4
GO:1990377	1758	4
GO:0070505	1759	4
GO:0062129	1763	4
GO:0097570	1768	4
GO:0120234	1769	4
GO:0120238	1770	4
GO:0030114	1771	4
GO:0120240	1772	4
GO:0090123	1773	4
GO:0042603	1774	4
GO:0120239	1775	4
GO:0044084	1776	4
GO:0044221	1777	4
GO:0020004	1778	4
GO:0044155	1781	4
GO:0035792	1782	4
GO:0043665	1783	4
GO:0044231	1785	4
GO:0020005	1787	4
GO:0043656	1789	4
GO:0044158	1790	4
GO:0044228	1791	4
GO:0044538	1793	4
GO:0140593	1794	4
GO:0044230	1796	4
GO:0044229	1797	4
GO:0043664	1798	4
GO:0020006	1799	4
GO:1990040	1800	4
GO:0097618	1801	4
GO:0098591	1802	4
GO:0098567	1803	4
GO:0098548	1805	4
GO:0098574	1806	4
GO:0032473	1809	4
GO:0098575	1811	4
GO:0098547	1814	4
GO:0099617	1816	4
GO:0098568	1817	4
GO:0042644	1818	4
GO:0042647	1819	4
GO:1990623	1820	4
GO:0044305	1821	4
GO:0044316	1822	4
GO:0099096	1823	4
GO:0070648	1824	4
GO:0090732	1826	4
GO:0031243	1830	4
GO:0031361	1832	4
GO:0097634	1836	4
GO:0098993	1854	4
GO:0099036	1855	4
GO:0099037	1857	4
GO:0099035	1858	4
GO:1990873	1860	4
GO:0005802	1864	4
GO:0005795	1865	4
GO:0042649	1868	4
GO:0009843	1869	4
GO:0071781	1870	4
GO:0014802	1871	4
GO:0097467	1873	4
GO:1990795	1874	4
GO:1990026	1875	4
GO:0061175	1876	4
GO:1990024	1878	4
GO:1990796	1880	4
GO:1990027	1881	4
GO:1990025	1882	4
GO:0120327	1883	4
GO:0070451	1884	4
GO:0098854	1885	4
GO:0001726	1886	4
GO:0032059	1887	4
GO:1990905	1889	4
GO:0070685	1890	4
GO:0016028	1891	4
GO:0090406	1893	4
GO:0098846	1894	4
GO:0044393	1895	4
GO:0001931	1896	4
GO:0036194	1897	4
GO:0031143	1900	4
GO:0005937	1901	4
GO:0035618	1902	4
GO:0097511	1903	4
GO:0035230	1904	4
GO:0044096	1905	4
GO:0140621	1906	4
GO:0098774	1907	4
GO:0090396	1908	4
GO:0090397	1909	4
GO:0090705	1910	4
GO:0055040	1911	4
GO:0085041	1912	4
GO:0032588	1914	4
GO:0033016	1915	4
GO:0110146	1919	4
GO:1990578	1923	4
GO:0001533	1928	4
GO:0097524	1929	4
GO:0042383	1930	4
GO:0043594	1932	4
GO:0016327	1934	4
GO:0009925	1935	4
GO:1990913	1936	4
GO:0120003	1937	4
GO:0120267	1938	4
GO:0110070	1940	4
GO:0032154	1942	4
GO:0005905	1944	4
GO:0099400	1945	4
GO:0016324	1946	4
GO:0016323	1948	4
GO:1990075	1949	4
GO:0060342	1950	4
GO:0031676	1951	4
GO:0099401	1953	4
GO:0098692	1956	4
GO:0098691	1957	4
GO:0140240	1958	4
GO:0099192	1959	4
GO:0098979	1964	4
GO:0099154	1965	4
GO:0098685	1967	4
GO:0098690	1968	4
GO:0120119	1972	4
GO:0097464	1973	4
GO:1902675	1974	4
GO:1902678	1975	4
GO:1902673	1976	4
GO:1902676	1977	4
GO:1902677	1978	4
GO:1902672	1979	4
GO:1902636	1980	4
GO:1902674	1981	4
GO:1902671	1982	4
GO:0035974	1983	4
GO:0031616	1985	4
GO:0061916	1986	4
GO:0061917	1987	4
GO:0035324	1988	4
GO:0035323	1989	4
GO:0031245	1992	4
GO:0097632	1994	4
GO:0097629	1995	4
GO:0098850	1996	4
GO:0031315	1998	4
GO:0098929	2000	4
GO:0005780	2004	4
GO:0031316	2005	4
GO:0042406	2006	4
GO:0090498	2007	4
GO:0031234	2008	4
GO:0120203	2012	4
GO:0034591	2013	4
GO:0032117	2015	4
GO:0097165	2016	4
GO:0098643	2020	4
GO:0062194	2023	4
GO:0000936	2024	4
GO:0051077	2025	4
GO:0000937	2026	4
GO:1990342	2028	4
GO:0140720	2029	4
GO:0005725	2030	4
GO:0033553	2031	4
GO:0031934	2032	4
GO:0035985	2034	4
GO:1990343	2035	4
GO:1990203	2036	4
GO:0061993	2037	4
GO:1990281	2038	4
GO:0033573	2041	4
GO:1990207	2043	4
GO:0062155	2045	4
GO:0009319	2046	4
GO:1990662	2047	4
GO:1903103	2048	4
GO:0061841	2050	4
GO:1990530	2054	4
GO:1990971	2055	4
GO:0090733	2056	4
GO:1990972	2057	4
GO:0140366	2058	4
GO:1990724	2059	4
GO:0034687	2060	4
GO:0034684	2061	4
GO:0034676	2062	4
GO:0034686	2063	4
GO:0034688	2064	4
GO:0034668	2065	4
GO:0070442	2066	4
GO:0034675	2067	4
GO:0034677	2068	4
GO:0034674	2069	4
GO:0034678	2070	4
GO:0034681	2071	4
GO:0034667	2072	4
GO:0034690	2073	4
GO:0034665	2074	4
GO:0034680	2075	4
GO:0034685	2076	4
GO:0034682	2077	4
GO:0034683	2078	4
GO:0034691	2079	4
GO:0034666	2080	4
GO:0034669	2081	4
GO:0034679	2082	4
GO:0034689	2083	4
GO:0071755	2084	4
GO:0071743	2086	4
GO:0071736	2088	4
GO:0071739	2089	4
GO:0071747	2090	4
GO:0071737	2091	4
GO:0071744	2092	4
GO:0071740	2093	4
GO:0071741	2094	4
GO:0043769	2095	4
GO:0043505	2096	4
GO:0140573	2097	4
GO:1990250	2098	4
GO:0030892	2099	4
GO:0030893	2100	4
GO:1990161	2101	4
GO:0009379	2102	4
GO:0017117	2103	4
GO:1990156	2104	4
GO:1990098	2106	4
GO:1990103	2108	4
GO:1990101	2109	4
GO:1990102	2110	4
GO:0036389	2111	4
GO:0043600	2112	4
GO:0071162	2113	4
GO:0000811	2114	4
GO:0030526	2116	4
GO:0070110	2117	4
GO:1990712	2118	4
GO:0038140	2119	4
GO:0016516	2120	4
GO:0045323	2121	4
GO:0038144	2123	4
GO:0032002	2124	4
GO:0005892	2125	4
GO:0005895	2127	4
GO:0045092	2128	4
GO:0035355	2129	4
GO:0005897	2130	4
GO:0038141	2131	4
GO:0070021	2132	4
GO:0043384	2133	4
GO:0005893	2134	4
GO:0030876	2135	4
GO:0038142	2136	4
GO:0005894	2137	4
GO:0005896	2138	4
GO:0035631	2139	4
GO:0048179	2140	4
GO:0070724	2141	4
GO:0005899	2142	4
GO:0038197	2143	4
GO:0038139	2144	4
GO:0038143	2145	4
GO:0005898	2146	4
GO:0072536	2147	4
GO:0042022	2148	4
GO:0005900	2149	4
GO:0030988	2150	4
GO:0035354	2151	4
GO:0034752	2152	4
GO:0098666	2153	4
GO:1902711	2154	4
GO:1902712	2155	4
GO:1903767	2156	4
GO:1990334	2157	4
GO:1990877	2158	4
GO:0044775	2159	4
GO:0005868	2160	4
GO:0016938	2162	4
GO:0016939	2163	4
GO:0005873	2164	4
GO:0005872	2165	4
GO:0032921	2166	4
GO:0043020	2167	4
GO:0009339	2168	4
GO:1990201	2169	4
GO:0009322	2171	4
GO:0009390	2172	4
GO:0015050	2174	4
GO:1990205	2175	4
GO:1990202	2176	4
GO:0062151	2177	4
GO:0005960	2178	4
GO:1902792	2181	4
GO:1904852	2183	4
GO:0009331	2184	4
GO:1902693	2185	4
GO:1902515	2187	4
GO:0030386	2188	4
GO:0044679	2189	4
GO:1990148	2190	4
GO:0009326	2191	4
GO:0005971	2193	4
GO:0030700	2194	4
GO:0009334	2195	4
GO:0002197	2196	4
GO:0062077	2198	4
GO:0009321	2199	4
GO:0044678	2200	4
GO:1902560	2201	4
GO:0009324	2202	4
GO:0140690	2203	4
GO:0009840	2204	4
GO:0045274	2205	4
GO:0009512	2209	4
GO:0071685	2210	4
GO:0071017	2211	4
GO:0071006	2212	4
GO:0062091	2213	4
GO:0120217	2214	4
GO:0009340	2215	4
GO:0090730	2216	4
GO:0009573	2218	4
GO:0071007	2220	4
GO:0071018	2221	4
GO:0030930	2223	4
GO:0031603	2224	4
GO:0070014	2225	4
GO:0000812	2226	4
GO:0070211	2227	4
GO:0034967	2228	4
GO:0070823	2229	4
GO:0070824	2230	4
GO:0070210	2231	4
GO:1990483	2232	4
GO:1904096	2234	4
GO:1904097	2237	4
GO:1990330	2239	4
GO:1990329	2240	4
GO:0009380	2241	4
GO:0005969	2242	4
GO:0009333	2246	4
GO:0005836	2248	4
GO:0000148	2249	4
GO:0140615	2250	4
GO:0009349	2251	4
GO:1904423	2253	4
GO:0044673	2254	4
GO:0070916	2256	4
GO:0009347	2257	4
GO:1990302	2258	4
GO:0009382	2261	4
GO:0009348	2264	4
GO:1990230	2265	4
GO:0005965	2266	4
GO:0005948	2267	4
GO:0005946	2268	4
GO:0005968	2270	4
GO:0044674	2271	4
GO:0034274	2272	4
GO:0032284	2273	4
GO:0032282	2274	4
GO:0005749	2275	4
GO:0045284	2276	4
GO:0034083	2277	4
GO:0034082	2278	4
GO:0005745	2280	4
GO:0061672	2281	4
GO:0120125	2283	4
GO:0000124	2284	4
GO:0005834	2285	4
GO:1990131	2286	4
GO:1990232	2287	4
GO:0010367	2288	4
GO:0010368	2289	4
GO:0000333	2290	4
GO:0031020	2291	4
GO:0036396	2292	4
GO:0120259	2295	4
GO:0005683	2297	4
GO:0070312	2298	4
GO:0000110	2299	4
GO:0070522	2300	4
GO:0071942	2301	4
GO:0000112	2302	4
GO:0070912	2303	4
GO:0000111	2304	4
GO:0070913	2305	4
GO:0000113	2306	4
GO:0000446	2307	4
GO:0000445	2308	4
GO:0044666	2309	4
GO:0070311	2310	4
GO:0043494	2312	4
GO:0035098	2313	4
GO:0048188	2314	4
GO:0071023	2317	4
GO:0044530	2320	4
GO:0140091	2323	4
GO:0140288	2324	4
GO:0071565	2325	4
GO:0016514	2326	4
GO:0016586	2328	4
GO:0071564	2329	4
GO:0035060	2330	4
GO:0110016	2332	4
GO:0140093	2334	4
GO:0140092	2335	4
GO:0000500	2336	4
GO:0005668	2337	4
GO:0070860	2338	4
GO:0070449	2339	4
GO:0016593	2340	4
GO:0032044	2342	4
GO:0032021	2343	4
GO:0032783	2344	4
GO:0035101	2345	4
GO:0071665	2346	4
GO:0070369	2347	4
GO:0005847	2348	4
GO:0005848	2349	4
GO:0070985	2350	4
GO:0035189	2351	4
GO:0071943	2352	4
GO:0097221	2354	4
GO:1990617	2356	4
GO:1990433	2357	4
GO:0016513	2358	4
GO:0032444	2360	4
GO:0070514	2361	4
GO:1990590	2362	4
GO:0005672	2363	4
GO:0062071	2364	4
GO:1990589	2365	4
GO:0005673	2366	4
GO:1990647	2367	4
GO:0033309	2368	4
GO:0030907	2369	4
GO:0030232	2370	4
GO:0033276	2371	4
GO:0070847	2372	4
GO:0005675	2373	4
GO:1990378	2374	4
GO:1990664	2375	4
GO:0036488	2377	4
GO:0140552	2378	4
GO:0016602	2379	4
GO:0089716	2380	4
GO:0005674	2381	4
GO:1990513	2382	4
GO:0070721	2383	4
GO:0099053	2384	4
GO:0035517	2386	4
GO:0035102	2387	4
GO:0035525	2388	4
GO:0090695	2389	4
GO:0090694	2390	4
GO:0000418	2391	4
GO:0000419	2392	4
GO:0005666	2393	4
GO:0005658	2394	4
GO:0005736	2395	4
GO:0005665	2396	4
GO:0016591	2397	4
GO:0140261	2398	4
GO:0005680	2399	4
GO:0043224	2400	4
GO:0031436	2401	4
GO:0033768	2402	4
GO:0070187	2407	4
GO:1990879	2408	4
GO:1990508	2409	4
GO:0101019	2410	4
GO:0030690	2411	4
GO:0030692	2412	4
GO:0030691	2413	4
GO:0030869	2414	4
GO:0061793	2415	4
GO:0061773	2416	4
GO:0070440	2417	4
GO:0070722	2418	4
GO:1990711	2419	4
GO:0070443	2420	4
GO:0017054	2421	4
GO:0070176	2422	4
GO:0070439	2423	4
GO:0005587	2425	4
GO:0005599	2426	4
GO:0005591	2427	4
GO:1990321	2428	4
GO:0005596	2429	4
GO:0005597	2430	4
GO:0005595	2431	4
GO:1990320	2432	4
GO:0005594	2433	4
GO:1990318	2434	4
GO:1990319	2435	4
GO:0005585	2436	4
GO:1990325	2437	4
GO:0005584	2438	4
GO:1990323	2439	4
GO:0005586	2440	4
GO:0005588	2441	4
GO:0005592	2442	4
GO:0005600	2443	4
GO:1990327	2444	4
GO:1990322	2445	4
GO:0005582	2446	4
GO:0030938	2447	4
GO:0005590	2448	4
GO:0045266	2449	4
GO:0000274	2450	4
GO:0071129	2451	4
GO:0071096	2452	4
GO:0031913	2453	4
GO:0070770	2454	4
GO:0071119	2455	4
GO:0045262	2456	4
GO:0034995	2457	4
GO:0070031	2458	4
GO:0030132	2459	4
GO:0071118	2460	4
GO:0071123	2461	4
GO:0070620	2462	4
GO:0071124	2463	4
GO:0070621	2465	4
GO:0000222	2466	4
GO:0070437	2467	4
GO:0070619	2468	4
GO:0071099	2470	4
GO:0071115	2471	4
GO:0071125	2472	4
GO:0045278	2473	4
GO:0016027	2474	4
GO:0070023	2475	4
GO:0071080	2476	4
GO:0071138	2477	4
GO:0071053	2478	4
GO:0070465	2479	4
GO:0071052	2481	4
GO:0071062	2482	4
GO:0070719	2483	4
GO:0071098	2484	4
GO:0071101	2485	4
GO:0070030	2486	4
GO:0044731	2487	4
GO:1990398	2488	4
GO:0035868	2489	4
GO:0071060	2490	4
GO:0097025	2491	4
GO:0035866	2492	4
GO:0070763	2493	4
GO:0016014	2494	4
GO:0097538	2495	4
GO:0062136	2496	4
GO:0070024	2497	4
GO:0071065	2498	4
GO:0071137	2499	4
GO:1990851	2500	4
GO:0005579	2502	4
GO:0071087	2503	4
GO:0030122	2504	4
GO:0070519	2505	4
GO:0070720	2506	4
GO:0070464	2507	4
GO:0071085	2508	4
GO:0044799	2509	4
GO:0030096	2510	4
GO:0071127	2511	4
GO:0034673	2512	4
GO:0016342	2513	4
GO:0000223	2514	4
GO:0071068	2515	4
GO:0071070	2516	4
GO:0071120	2517	4
GO:0071059	2518	4
GO:0071121	2519	4
GO:0070357	2520	4
GO:0071113	2521	4
GO:1990392	2522	4
GO:0071100	2523	4
GO:0035867	2524	4
GO:0071134	2525	4
GO:0070466	2526	4
GO:0034662	2527	4
GO:0070618	2528	4
GO:0030094	2529	4
GO:0070558	2530	4
GO:0071116	2531	4
GO:0071102	2532	4
GO:0071064	2534	4
GO:0071131	2535	4
GO:0070764	2536	4
GO:0070017	2537	4
GO:0045264	2538	4
GO:0045268	2539	4
GO:0071082	2540	4
GO:0016011	2541	4
GO:0009921	2542	4
GO:0071135	2543	4
GO:0071069	2544	4
GO:0071128	2545	4
GO:0071095	2546	4
GO:0071136	2547	4
GO:0008282	2548	4
GO:0070450	2549	4
GO:0045260	2550	4
GO:0071094	2551	4
GO:0005889	2552	4
GO:0071122	2553	4
GO:0071054	2554	4
GO:0005890	2555	4
GO:0071083	2556	4
GO:0035003	2557	4
GO:0070520	2558	4
GO:0045270	2559	4
GO:0070515	2560	4
GO:1990184	2561	4
GO:0071081	2562	4
GO:0071097	2563	4
GO:0070518	2564	4
GO:1990176	2565	4
GO:0016013	2566	4
GO:0071079	2567	4
GO:0071112	2568	4
GO:0048493	2569	4
GO:0071061	2570	4
GO:0071114	2571	4
GO:0071084	2572	4
GO:0019183	2573	4
GO:1990270	2574	4
GO:0016600	2575	4
GO:0033181	2576	4
GO:0045272	2577	4
GO:0016935	2578	4
GO:0071055	2579	4
GO:0071132	2580	4
GO:0070771	2582	4
GO:0005922	2583	4
GO:0016012	2584	4
GO:0070769	2586	4
GO:0070521	2587	4
GO:0033281	2588	4
GO:0034997	2589	4
GO:0070435	2590	4
GO:0071058	2591	4
GO:0001518	2592	4
GO:0002095	2593	4
GO:0070333	2594	4
GO:0071126	2595	4
GO:0071117	2597	4
GO:0070029	2598	4
GO:0070334	2599	4
GO:0071130	2600	4
GO:0070718	2601	4
GO:0045276	2602	4
GO:0071056	2603	4
GO:0071133	2604	4
GO:0070436	2605	4
GO:0016473	2606	4
GO:0016474	2607	4
GO:0005756	2608	4
GO:0000837	2613	4
GO:1990389	2615	4
GO:1902502	2617	4
GO:0070768	2620	4
GO:0070766	2621	4
GO:0070554	2622	4
GO:0070046	2623	4
GO:0070033	2624	4
GO:0070067	2625	4
GO:0070044	2626	4
GO:0070356	2627	4
GO:0070032	2628	4
GO:0070066	2629	4
GO:0070065	2630	4
GO:0070068	2631	4
GO:0070045	2632	4
GO:0070047	2633	4
GO:0097654	2634	4
GO:0070048	2635	4
GO:0070049	2636	4
GO:0070355	2637	4
GO:0034998	2638	4
GO:0035000	2639	4
GO:0034999	2640	4
GO:0005754	2641	4
GO:0036266	2642	4
GO:0045320	2644	4
GO:0009544	2645	4
GO:0009655	2646	4
GO:0030085	2647	4
GO:0030095	2648	4
GO:0033174	2649	4
GO:0030093	2650	4
GO:0009656	2651	4
GO:0033175	2652	4
GO:0097585	2653	4
GO:0097586	2654	4
GO:0097584	2655	4
GO:0097582	2656	4
GO:0097583	2657	4
GO:0097652	2660	4
GO:0036053	2663	4
GO:0042652	2664	4
GO:0042653	2665	4
GO:1990524	2666	4
GO:1990246	2667	4
GO:0061617	2668	4
GO:0140275	2669	4
GO:0005744	2670	4
GO:0000276	2671	4
GO:0000275	2672	4
GO:1990677	2673	4
GO:0005753	2674	4
GO:0042721	2675	4
GO:0035632	2676	4
GO:0062011	2677	4
GO:0001405	2678	4
GO:0005750	2679	4
GO:0031942	2680	4
GO:0005747	2681	4
GO:0005751	2682	4
GO:0032478	2683	4
GO:0140497	2684	4
GO:0140498	2685	4
GO:0030124	2686	4
GO:0030123	2687	4
GO:0044599	2689	4
GO:1990490	2690	4
GO:0071261	2693	4
GO:0005784	2694	4
GO:0033257	2695	4
GO:1990111	2696	4
GO:0009342	2699	4
GO:1990565	2700	4
GO:0005832	2701	4
GO:0033254	2702	4
GO:0140714	2704	4
GO:1990071	2705	4
GO:1990070	2706	4
GO:1990072	2707	4
GO:0031931	2709	4
GO:0031932	2710	4
GO:0016611	2711	4
GO:0016613	2712	4
GO:0016612	2713	4
GO:0034066	2714	4
GO:0031085	2715	4
GO:0031084	2716	4
GO:0031083	2717	4
GO:0035370	2718	4
GO:0033503	2719	4
GO:0031372	2720	4
GO:0070420	2721	4
GO:1990452	2724	4
GO:1990353	2725	4
GO:0097505	2728	4
GO:0071797	2729	4
GO:0034657	2730	4
GO:1990352	2731	4
GO:0009360	2732	4
GO:0009355	2733	4
GO:0016035	2734	4
GO:0033185	2735	4
GO:0030079	2736	4
GO:0030078	2737	4
GO:0009517	2738	4
GO:0110001	2740	4
GO:0036411	2741	4
GO:0034734	2743	4
GO:0034735	2744	4
GO:0034740	2745	4
GO:0070264	2746	4
GO:0000127	2747	4
GO:0034730	2748	4
GO:0034731	2749	4
GO:0070387	2750	4
GO:0070386	2751	4
GO:0070388	2752	4
GO:0045244	2756	4
GO:0005962	2757	4
GO:0033290	2758	4
GO:0016282	2759	4
GO:0033291	2762	4
GO:0080085	2763	4
GO:0005786	2764	4
GO:0048501	2765	4
GO:0030680	2766	4
GO:0032040	2768	4
GO:0030688	2769	4
GO:0030687	2770	4
GO:0030686	2771	4
GO:0016442	2772	4
GO:0031428	2773	4
GO:0000172	2775	4
GO:0031479	2776	4
GO:0031481	2777	4
GO:0031477	2778	4
GO:0031484	2779	4
GO:0031485	2780	4
GO:0045160	2781	4
GO:0031478	2782	4
GO:0031483	2783	4
GO:0031475	2784	4
GO:0031476	2785	4
GO:0031488	2786	4
GO:0042385	2787	4
GO:0031486	2788	4
GO:0031480	2789	4
GO:0031482	2790	4
GO:0031487	2791	4
GO:0031474	2792	4
GO:0005859	2793	4
GO:0042567	2794	4
GO:0042568	2795	4
GO:0098032	2796	4
GO:0098033	2797	4
GO:0039621	2798	4
GO:0039629	2799	4
GO:0039619	2800	4
GO:0039623	2801	4
GO:0039628	2802	4
GO:0039622	2803	4
GO:0039617	2804	4
GO:0039616	2805	4
GO:0039627	2806	4
